#歌单名称	歌名	歌手	专辑	原平台	原歌曲ID
Sing(网易云)	Wolves	Selena Gomez / Marshmello	Wolves	wy	515269424
Sing(网易云)	There For You	Martin Garrix / Troye Sivan	There For You	wy	480426313
Sing(网易云)	Just the Way You Are	Bruno Mars	2011 Grammy Nominees	wy	24197377
Sing(网易云)	Welcome to New York (Single Version)	A.M.7.	Welcome to New York (A Tribute to Taylor Swift)	wy	483223413
Sing(网易云)	Home We'll Go (Take My Hand)	Steve Aoki / Walk off the Earth	Neon Future Odyssey	wy	35403510
Sing(网易云)	Something Just Like This	The Chainsmokers / Coldplay	Memories...Do Not Open	wy	470547653
Sing(网易云)	See You Again	Wiz Khalifa / Charlie Puth	Furious 7: Original Motion Picture Soundtrack (Deluxe)	wy	30953009
Sing(网易云)	As Long As You Love Me	Justin Bieber / Big Sean	As Long As You Love Me	wy	1518938
Sing(网易云)	Rockabye	MADILYN	Rockabye	wy	466343680
Sing(网易云)	I Just Wanna Run	The Downtown Fiction	Best I Never Had	wy	4386589
Sing(网易云)	Maps	Alyson Stoner / MAX / Kurt Hugo Schneider	Maps	wy	31152570
Sing(网易云)	The Way We Are	Remady	The Original 2k13 Edition	wy	26292065
Sing(网易云)	YOUTH	Troye Sivan	Blue Neighbourhood (Deluxe)	wy	36668810
Sing(网易云)	Love Yourself	Justin Bieber	Purpose (Deluxe)	wy	36496695
Sing(网易云)	Call Me Maybe	Carly Rae Jepsen	Curiosity	wy	2313949
Sing(网易云)	Wrecking Ball	Miley Cyrus	Wrecking Ball	wy	27697195
Sing(网易云)	Hall of Fame	The Script / will.i.am	#3 Deluxe Version	wy	19542337
Sing(网易云)	All Time Low	Kurt Hugo Schneider / Sam Tsui / Casey Breves	All Time Low	wy	461544312
Sing(网易云)	Crime	Grey / Skott	Crime	wy	504492138
Sing(网易云)	Love The Way You Lie	Eminem / Rihanna	Life After Recovery	wy	1297841
Sing(网易云)	Stay Here Forever (Acoustic)	Jewel	Sweet And Wild (Acoustic)	wy	18836961
Sing(网易云)	Mine (Illenium Remix)	ILLENIUM / Phoebe Ryan	Mine (ILLENIUM Remix)	wy	30780496
Sing(网易云)	How to Love (feat. Sofia Reyes)	Cash Cash / Sofia Reyes	Blood, Sweat & 3 Years	wy	418602116
Sing(网易云)	Blue Sky	Feenixpawl / Mary Jane Smith	Blue Sky	wy	32807699
Sing(网易云)	Stuttering	Fefe Dobson	Stuttering	wy	17783969
Sing(网易云)	i hate u, i love u (feat. olivia o'brien)	gnash / Olivia O'Brien	i hate u, i love u (feat. olivia o'brien)	wy	34229234
Sing(网易云)	All We Know	The Chainsmokers / Phoebe Ryan	All We Know	wy	432698441
Sing(网易云)	Tonight (R.I.O. Video Edit)	Manian / Nicco	Ready or Not	wy	26389051
Sing(网易云)	Meant To Be	J-Hype	Devoted To You	wy	29803218
Sing(网易云)	Hymn For The Weekend（Remix）	Alan Walker / Coldplay	Hymn For The Weekend [Remix]	wy	419594258
Sing(网易云)	Apollo	Timebelle	Apollo	wy	466343934
Sing(网易云)	Symphony	Zara Larsson / Clean Bandit	So Good	wy	464674427
Sing(网易云)	We Don't Talk Anymore	Charlie Puth / Selena Gomez	Nine Track Mind	wy	401249910
Sing(网易云)	Something Just Like This	The Chainsmokers / Coldplay	Something Just Like This	wy	461347998
Sing(网易云)	Shape of You	Ed Sheeran	Shape of You	wy	451703096
Sing(网易云)	Love Me	Justin Bieber	My World	wy	18637919
Sing(网易云)	Please Don't Go	Joel Adams	Please Don't Go	wy	37653063
Sing(网易云)	Remember The Name (feat. Styles Of Beyond)	Fort Minor / Styles of Beyond	The Rising Tied	wy	1345018
Sing(网易云)	More Than You Know	Axwell Λ Ingrosso	More Than You Know	wy	498331794
Sing(网易云)	Best of 2016 Medley: Stressed Out / 7 Years / Work / Treat You Better / Can't Stop the Feeling / Closer / 24k	Anthem Lights	Best of 2016 Medley: Stressed Out / 7 Years / Work / Treat You Better / Can't Stop the Feeling / Closer / 24k	wy	449577784
Sing(网易云)	Shine	Felix Jaehn / Linying / Freddy Verano	Shine	wy	28798439
Sing(网易云)	Love Me Like You Do	Ellie Goulding	Delirium	wy	36308236
Sing(网易云)	What Are Words	Chris Medina	What Are Words	wy	1210461
Sing(网易云)	Before You Break My Heart	Stevie Hoang	All For You	wy	1940312
Sing(网易云)	All I Have Is Love	Stevie Hoang	Summer Love	wy	1940368
Sing(网易云)	Fall In Love	Ramzi	Fall In Love (Radio Edit)	wy	1884993
Sing(网易云)	Negative Things	Selwyn	Meant To Be	wy	1940926
Sing(网易云)	New York	Baptiste Giabiconi	Oxygen	wy	26270153
Sing(网易云)	Love Again	Dana Lowrey	Love Again	wy	32803372
